"","business_id","name","neighborhood","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","AcceptsInsurance","ByAppointmentOnly","BusinessAcceptsCreditCards","BusinessParking_garage","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","HairSpecializesIn_coloring","HairSpecializesIn_africanamerican","HairSpecializesIn_curly","HairSpecializesIn_perms","HairSpecializesIn_kids","HairSpecializesIn_extensions","HairSpecializesIn_asian","HairSpecializesIn_straightperms","RestaurantsPriceRange2","GoodForKids","WheelchairAccessible","BikeParking","Alcohol","HasTV","NoiseLevel","RestaurantsAttire","Music_dj","Music_background_music","Music_no_music","Music_karaoke","Music_live","Music_video","Music_jukebox","Ambience_romantic","Ambience_intimate","Ambience_classy","Ambience_hipster","Ambience_divey","Ambience_touristy","Ambience_trendy","Ambience_upscale","Ambience_casual","RestaurantsGoodForGroups","Caters","WiFi","RestaurantsReservations","RestaurantsTakeOut","HappyHour","GoodForDancing","RestaurantsTableService","OutdoorSeating","RestaurantsDelivery","BestNights_monday","BestNights_tuesday","BestNights_friday","BestNights_wednesday","BestNights_thursday","BestNights_sunday","BestNights_saturday","GoodForMeal_dessert","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","Smoking","DriveThru","DogsAllowed","BusinessAcceptsBitcoin","Open24Hours","BYOBCorkage","BYOB","Corkage","DietaryRestrictions_dairy.free","DietaryRestrictions_gluten.free","DietaryRestrictions_vegan","DietaryRestrictions_kosher","DietaryRestrictions_halal","DietaryRestrictions_soy.free","DietaryRestrictions_vegetarian","AgesAllowed","RestaurantsCounterService"
"11","CXImGdRuyHEfPUbppCCm6A","""Silver Saddle Saloon""","Downtown","""2501 E Charleston Blvd""","Las Vegas","NV",89104,36.1591121,-115.1157816,2,6,0,"Nightlife;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"12","5_MrPFw9E0cMJ1Q0DJFZOQ","""Tilted Kilt Pub & Eatery""","The Strip","""3545 Las Vegas Blvd, Unit L-26""","Las Vegas","NV",89109,36.1173843209,-115.170322225,3,288,1,"Pubs;Sports Bars;Bars;Restaurants;Nightlife;American (Traditional)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","no","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"13","KPsu_1Q9XYRKWs_ZBTtlTg","""Sky Lounge""","The Strip","""3745 S Las Vegas Blvd""","Las Vegas","NV",89109,36.1065949,-115.1709543,2.5,6,1,"Bars;Pizza;Lounges;Restaurants;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"14","aoXfMlw7yh2q2s6t1iPDNw","""Signature Bar""","The Strip","""3475 S Las Vegas Blvd""","Las Vegas","NV",89109,36.1193098,-115.1717702,2,3,1,"Bars;Nightlife",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","OFw59czUoeeosFMKfRawmg","""Gordon Biersch Brewery Restaurant""","Eastside","""3987 Paradise Rd""","Las Vegas","NV",89169,36.1170027,-115.1552488,3.5,352,1,"Nightlife;Breweries;Restaurants;Food;American (New);Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"16","aRV-V3RXVk9c5YPSNyNjzA","""Kahunaville O2 Bar""","The Strip","""3300 Las Vegas Blvd S""","Las Vegas","NV",89109,36.1250660251,-115.172832347,4.5,7,1,"Lounges;Bars;Nightlife;Massage;Beauty & Spas","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"17","G54fcIaoI89tc6X285suRA","""DD'Coffee Shop""","Spring Valley","""4255 S Durango Dr""","Las Vegas","NV",89147,36.1121084,-115.2793898,3.5,39,0,"American (New);Music Venues;Burgers;Persian/Iranian;Nightlife;Arts & Entertainment;Mediterranean;Coffee & Tea;Bars;Restaurants;Breakfast & Brunch;Cocktail Bars;Food","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"18","Y3mYtN9A_BPiz3DHX8868A","""Speed Zone Tavern""","","""4355 E Craig Rd""","Las Vegas","NV",89115,36.2403533,-115.0786793,4.5,3,1,"Nightlife;Sports Bars;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"19","etiXHEc6OYEyUTU3orIz6g","""EMC Las Vegas""","Southeast","""9000 S Las Vegas Blvd, Ste 2189""","Las Vegas","NV",89123,36.026698,-115.169638,5,9,1,"Event Planning & Services;Party & Event Planning;Dance Clubs;Nightlife;Bars","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"20","4Pb7SlTK89uSdqOwMNM35A","""Tequila Taqueria""","The Strip","""3645 Las Vegas Blvd S""","Las Vegas","NV",89109,36.11386,-115.168798,3,187,1,"Burgers;Bars;Restaurants;Mexican;Nightlife;Tex-Mex;Cocktail Bars;Beer Bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"21","iFCz-xI7CV98fcaB4Chh3g","""The Black Sheep""","Spring Valley","""8680 W Warm Springs Rd""","Las Vegas","NV",89148,36.0560801,-115.2808739,4.5,178,1,"Cocktail Bars;Nightlife;Restaurants;Wine Bars;American (New);Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","no","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"22","82YGtjc5KKikNiqBZ33qzw","""Kyara Japanese Tapas""","Spring Valley","""6555 S Jones Blvd, Ste 120""","Las Vegas","NV",89118,36.0698514,-115.2249867,4,428,1,"Food;Restaurants;Japanese;Tapas Bars;Desserts","Na","Na","Na","Na","False","False","False","True","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"23","luf0E5FPY-hv-uceL8QtBA","""Fat Bar""","The Strip","""3763 Las Vegas Blvd S""","Las Vegas","NV",89109,36.1052677,-115.1724964,4,23,1,"American (New);Sports Bars;American (Traditional);Nightlife;Bars;Restaurants","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"24","GGvjkKM74UnOh2NyvwTLZQ","""Jjanga Fusion Pocha""","Westside","""6145 W Sahara Ave, St 1""","Las Vegas","NV",89146,36.1429443,-115.2265555,4.5,16,0,"Bars;Restaurants;Nightlife;Pizza;Soup;Karaoke;Asian Fusion","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"25","vuqHcBCbxH36hCFsZ1W-0Q","""Mulligan's Pub""","Southeast","""6471 Boulder Hwy""","Las Vegas","NV",89122,36.084130145,-115.031260665,3.5,47,1,"Nightlife;Irish;Bars;Restaurants;Irish Pub;Pubs","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"26","16Fplxu-OwVmTEFxQAUP4g","""TENDER Steak & Seafood""","The Strip","""3900 Las Vegas Blvd S""","Las Vegas","NV",89109,36.0953556397,-115.176614273,3.5,421,1,"Nightlife;Restaurants;Steakhouses;Bars;American (Traditional)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"27","RpZMz6m-BvUjWOjgN_5_Tw","""Wayfarer Bar""","Downtown","""107 Las Vegas Blvd S""","Las Vegas","NV",89101,36.168984,-115.1407265,4.5,25,1,"Lounges;Bars;Cocktail Bars;Nightlife","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","full_bar","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"28","A0FOGS7SXbXfpY2gE-wOow","""Carousel Bar""","Eastside","""2880 S Las Vegas Blvd, Circus Circus""","Las Vegas","NV",89109,36.124423,-115.146372,3,12,0,"Nightlife;Lounges;Bars","Na","Na","Na","Na","False","False","False","False","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"29","7hpcxyY0azlVtwAlg9N-wA","""retroscena""","Downtown","""508 Fremont St""","Las Vegas","NV",89101,36.1692398,-115.1400789,5,3,0,"Cocktail Bars;Nightlife;Bars","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","2","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"30","taXS6xRIjHYAV2ou1HT0Jg","""Lion's Den""","","""Sammy Davis Jr Dr""","Las Vegas","NV",89109,36.1379343576,-115.169306579,5,24,1,"Nightlife;Fashion;Bars;Lingerie;Shopping;Adult","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"31","1BtNZszIr8LvtPOhN0X4Mw","""Gold Mine Bar & Grill""","Eastside","""3950 Koval Ln""","Las Vegas","NV",89109,36.1179234185,-115.160769756,2.5,26,1,"American (Traditional);Bars;Nightlife;Restaurants","Na","Na","Na","Na","False","False","False","False","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","False","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"32","7Xw_vv-ekUL2sTqipnKT0g","""Buffalo Wild Wings""","Southeast","""7430 Las Vegas Blvd South, Suite 120""","Las Vegas","NV",89123,36.054301,-115.171477,2.5,398,1,"Chicken Wings;Nightlife;Sports Bars;Restaurants;American (Traditional);Bars;Barbeque","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
"33","Zrx25j1M794Nh8fUGB8E9A","""TGI Fridays""","","""4500 W Tropicana Ave""","Las Vegas","NV",89103,36.102704,-115.202215,2.5,211,1,"Bars;Seafood;Nightlife;Restaurants;American (Traditional)","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","True","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na","Na"
